"198","Ground beef (85% lean)","1.00000","small patty (5 per pound)",".00000",".00000",".00000",".00000","2.53407",".00000","190.96000"
"199","Beef jerky","1.00000","piece (Slim Jim)",".00000",".00000",".00000",".00000",".27773",".00000","39.36000"
"200","Beef jerky",".25000","cup, pieces",".00000",".00000",".00000",".00000",".65093",".00000","92.25000"
"201","Pastrami (beef)","1.00000","slice (slice = 1 oz)",".00000",".00000",".00000",".00000",".77084",".00000","97.72000"
"202","Grilled pork chop (eat lean & fat)","1.00000","medium",".00000",".00000",".00000",".00000","3.01590",".00000","216.00000"
"203","Grilled pork chop (eat lean & fat)","1.00000","large",".00000",".00000",".00000",".00000","4.38981",".00000","314.40000"
"204","Grilled pork chop (eat lean & fat)","1.00000","small or thin cut",".00000",".00000",".00000",".00000","1.64199",".00000","117.60000"
"205","Grilled pork chop (eat lean & fat)","4.00000","ounces after cooking",".00000",".00000",".00000",".00000","3.80003",".00000","272.16000"
"206","Grilled pork chop (eat lean only)","1.00000","medium",".00000",".00000",".00000",".00000","2.94840",".00000","174.72000"
"207","Grilled pork chop (eat lean only)","1.00000","large",".00000",".00000",".00000",".00000","4.52790",".00000","268.32000"
"208","Grilled pork chop (eat lean only)","1.00000","small or thin cut",".00000",".00000",".00000",".00000","1.61460",".00000","95.68000"
"209","Grilled pork chop (eat lean only)","4.00000","ounces after cooking",".00000",".00000",".00000",".00000","4.00000",".00000","235.87200"
"210","Fried pork chop (eat lean & fat)","1.00000","medium",".00000",".00000",".00000",".00000","2.54016",".00000","225.99000"
"211","Fried pork chop (eat lean & fat)","1.00000","large",".00000",".00000",".00000",".00000","3.66912",".00000","326.43000"
"212","Fried pork chop (eat lean & fat)","1.00000","small or thin cut",".00000",".00000",".00000",".00000","1.37984",".00000","122.76000"
"213","Fried pork chop (eat lean & fat)","4.00000","ounces after cooking",".00000",".00000",".00000",".00000","3.55622",".00000","316.38600"
"214","Tea (unsweetened)","1.00000","teacup (cup = 6 fl oz)",".00000",".00000",".00000",".00000",".00000",".00000","1.78000"
"215","Tea (unsweetened)","1.00000","mug (mug = 8 fl oz)",".00000",".00000",".00000",".00000",".00000",".00000","2.37000"
"216","Tea (unsweetened)","12.00000","fluid ounces",".00000",".00000",".00000",".00000",".00000",".00000","3.56000"
"217","Soft drink, diet","1.00000","small (drink = 16 fl oz)",".00000",".00000",".00000",".00000",".00000",".00000","4.73000"
"218","Soft drink, diet","1.00000","medium (drink = 22 fl oz)",".00000",".00000",".00000",".00000",".00000",".00000","6.50000"
"219","Soft drink, diet","1.00000","large (drink = 32 fl oz)",".00000",".00000",".00000",".00000",".00000",".00000","9.46000"
